Customer_ID,Age,Gender,Annual_Income_USD,Total_Purchase_Amount,Purchase_Frequency_Per_Year,Support_Tickets_Opened,Subscription_Type,Days_Since_Last_Login,Email_Engagement_Rate,Region,Promotion_Response,Churn
3035,74.0,Female,43972.5653489955,4177.12327986224,5,1,Premium,221,0.04970929110536615,Central,No,0
3036,68.0,Female,84131.17015247801,3792.8653049359596,34,4,Basic,51,0.0960163091219014,South,No,0
3037,48.0,Female,69498.1062249912,2383.6842897623046,9,2,Basic,119,0.16516210490229166,West,No,0
3038,40.0,Male,76353.86426530418,3811.9723790804533,24,1,Premium,294,0.6889241780802743,East,No,1
3039,59.0,Female,58840.37117352812,2445.8361069495104,5,3,Basic,109,0.11599007084841417,South,Yes,0
3040,27.0,Male,49734.27613791668,3709.455318203098,27,3,Basic,141,0.17753952513039106,South,No,0
3041,49.0,Female,68577.88851057833,4412.539808365427,49,3,Basic,300,0.9368364464204799,North,Yes,1
3042,60.0,Female,74227.58542892942,4463.653767139925,20,1,Basic,217,0.28387350939850275,North,No,0
3043,70.0,Non-binary,47803.87157056657,2327.4350135185277,47,5,Premium,89,0.6940457391539901,Central,Yes,0
3044,47.0,Male,,4310.779128824944,45,3,Premium,250,0.932896910604444,South,No,0
3045,56.0,Non-binary,,597.1411644877944,41,1,Standard,123,0.041473645465719966,East,No,0
3046,48.0,Female,43923.624910842045,598.9151456852271,2,2,Basic,271,0.4665392621542339,Central,No,0
3047,35.0,Male,65033.78314515583,2786.508039650652,23,3,Basic,269,0.5351582175652129,East,No,0
3048,53.0,Female,46056.0867318257,3294.038630435718,34,4,Basic,104,0.7607639380891063,Central,No,0
3049,19.0,Non-binary,,849.6695022941732,29,0,Basic,281,0.964128763138023,North,No,0
3050,31.0,Male,84507.62444204718,2413.6822195493655,43,3,Premium,169,0.04083269529068856,South,No,0
3051,30.0,Non-binary,55372.30831937201,562.377072298023,35,0,Basic,64,0.3803675526657243,East,No,0
3052,46.0,Female,,3050.2874792112207,30,4,Premium,126,0.43089765149941006,East,No,0
3053,29.0,Female,63229.172906817694,4289.960780088954,3,2,Basic,233,0.9666865868150876,North,No,1
3054,56.0,Female,46383.962940925056,3714.4309824956663,10,4,Standard,50,0.7601268078149775,North,No,0
3055,19.0,Male,45290.19097747702,1953.6286069034293,34,1,Premium,318,0.9353038815293508,North,No,0
3056,49.0,Non-binary,,4969.589603521896,1,3,Standard,214,0.13541383437779975,West,Yes,0
3057,30.0,Non-binary,37816.336968478674,3348.38138468407,6,3,Basic,129,0.024716454170085833,South,No,0
3058,63.0,Female,68496.80276144527,4094.7173287681476,6,0,Basic,259,0.9710347451622157,East,Yes,0
3059,44.0,Non-binary,47551.30069390124,3381.51719772949,43,1,Basic,89,0.33093202687787315,South,No,0
3060,66.0,Male,71670.80388146889,4948.13982632692,16,2,Premium,61,0.6570275190211742,East,No,0
3061,58.0,Female,62939.24488046721,4124.662859367088,1,1,Basic,42,0.15711089436289483,South,No,0
3062,34.0,Female,54658.290543323725,2645.1737676876587,5,1,Basic,45,0.5533693975456758,Central,No,0
3063,57.0,Female,,1897.7098579041901,25,2,Standard,269,0.941109952999462,North,Yes,0
3064,48.0,Male,40848.07631958477,3442.5586628293277,27,4,Premium,107,0.7027313400727099,Central,Yes,0
3065,51.0,Female,43293.93583434234,2992.0868631543435,42,4,Standard,77,0.45173678659894856,Central,No,0
3066,41.0,Female,65703.96232835966,3183.817896034972,38,1,Basic,42,0.9223214759215959,South,No,0
3067,62.0,Female,22064.9133801138,1780.757654790409,43,1,Basic,283,0.12595534088601967,Central,Yes,1
3068,52.0,Female,55219.167704505744,2200.769260795717,26,2,Premium,83,0.4692983053744546,South,No,0
3069,65.0,Non-binary,63857.53478192918,2834.673216964184,16,1,Basic,18,0.572832381468252,East,No,0
3070,23.0,Female,74663.24090033045,4212.488669417031,45,5,Standard,322,0.013652027003428602,Central,No,1
3071,36.0,Male,77732.19498531416,3838.2536970382253,44,4,Basic,189,0.018017023131349452,West,No,0
3072,47.0,Female,53045.70626074125,681.4137654636728,26,5,Basic,77,0.6182188054695484,North,No,0
3073,24.0,Female,66553.99792724656,1303.21582509502,45,2,Basic,7,0.6544673458677214,Central,Yes,0
3074,27.0,Non-binary,,230.62285217183438,37,3,Basic,102,0.981753637463697,Central,Yes,0
3075,58.0,Female,48347.70341472617,139.00678303139793,28,2,Standard,59,0.3104517466804072,East,Yes,0
3076,49.0,Non-binary,75514.90770476744,1199.4397994731846,28,2,Standard,43,0.34282283093651467,South,No,0
3077,51.0,Male,54401.43532616422,4016.672645245715,30,3,Basic,124,0.5944725195981752,South,No,0
3078,45.0,Non-binary,57395.16642746231,4533.263525054496,13,1,Standard,176,0.7419936331998778,South,No,0
3079,32.0,Female,39502.95639882147,2019.6649929031307,25,2,Basic,341,0.520043895352497,South,No,1
3080,47.0,Male,61338.5074701136,2859.673123372725,45,2,Basic,217,0.617814010950312,North,No,0
3081,54.0,Female,,3559.657749581366,19,0,Premium,357,0.206291361372404,East,No,0
3082,46.0,Non-binary,65845.34355595258,4769.38982633346,13,1,Standard,205,0.7160089369090455,North,No,1
3083,39.0,Male,36829.582990757015,4573.367962757416,11,1,Standard,278,0.40271202596570754,South,No,1
3084,21.0,Male,69999.16514966545,380.24228656876164,48,1,Basic,49,0.5773666174542039,South,No,0
3085,37.0,Non-binary,40028.49009646702,1316.012631725476,23,2,Standard,178,0.6591833888407327,South,No,0
3086,49.0,Non-binary,54603.775013694314,340.80826538036774,14,4,Basic,68,0.007347365569432052,East,No,0
3087,,Male,30728.212444096935,3121.0578628463513,10,1,Standard,89,0.576273779076341,North,No,0
3088,67.0,Male,52307.97463486044,3581.417250715931,34,1,Basic,270,0.9426101144399839,East,No,0
3089,21.0,Non-binary,39946.202977578374,1610.5887205469062,40,1,Standard,178,0.09924928992489046,South,No,0
3090,44.0,Female,48267.14260487937,4283.874349852751,23,0,Basic,331,0.10862320242882317,North,No,1
3091,34.0,Male,55898.65659526723,2318.782477016339,40,0,Basic,340,0.19938261367415355,North,No,0
3092,,Non-binary,,4992.069423975361,21,2,Standard,100,0.09986819249694157,South,Yes,0
3093,39.0,Female,66893.5520003844,101.95849368769215,20,1,Basic,272,0.853614160483121,East,Yes,0
3094,34.0,Male,19940.555691328234,636.4995712509276,32,3,Standard,128,0.8812376690737386,North,Yes,0
3095,27.0,Male,65174.77409701242,1578.786890383168,14,1,Premium,255,0.4738919774606495,South,Yes,0
3096,71.0,Non-binary,58094.14608767352,224.98722997319447,24,4,Premium,94,0.791229766666208,North,No,0
3097,18.0,Female,,3933.4633429174287,46,1,Premium,208,0.3034332843022821,South,No,0
3098,,Male,41793.89046120399,358.5817605693074,18,1,Basic,83,0.503909525836144,East,No,0
3099,43.0,Female,54063.57793787304,3770.0002031397535,47,2,Premium,52,0.537798831051924,West,No,0
3100,73.0,Female,58458.97028340865,357.5854480687921,30,0,Basic,259,0.3063054193093824,West,Yes,0
3101,35.0,Male,60668.23423421847,1338.3635967999235,28,3,Basic,97,0.5873098110834661,South,No,0
3102,67.0,Female,52040.64866319897,4222.256396726795,48,1,Basic,190,0.8431136009247749,East,No,0
3103,31.0,Male,17136.674795183186,4760.366941764849,14,2,Basic,90,0.9451166202535846,East,No,0
3104,64.0,Female,47570.45136094877,2131.1790790365103,42,1,Basic,300,0.30474371029097747,West,No,1
3105,46.0,Male,37244.614869458106,4852.700925131501,21,5,Basic,132,0.925035750570427,North,Yes,0
3106,29.0,Non-binary,85828.31452774518,3171.7165264168584,34,3,Basic,195,0.6272513152681515,East,No,1
3107,53.0,Male,55889.69148129067,2137.592099921364,5,1,Basic,194,0.6003125300673714,West,No,0
3108,52.0,Male,66116.80019324894,4033.726585442793,31,2,Premium,304,0.12286664939867942,North,No,1
3109,69.0,Male,64526.906406261514,1547.1097486869858,3,1,Standard,25,0.7104622414078956,East,Yes,0
3110,29.0,Female,59654.927139426196,1402.4016806650702,23,4,Standard,247,0.30701534201169944,Central,Yes,0
3111,24.0,Non-binary,48756.735701510144,3317.083616864264,39,2,Basic,254,0.4264235321509313,North,No,1
3112,46.0,Female,46842.564191081605,2013.3880736436654,44,0,Basic,346,0.14153380368140112,West,No,0
3113,28.0,Female,24691.09749501492,765.9983320303999,30,5,Standard,299,0.2305349968095598,East,Yes,1
3114,50.0,Male,57132.897027119645,428.12475292055314,42,0,Basic,359,0.6218916353847318,West,Yes,1
3115,23.0,Female,59505.71405436828,3960.428623617539,43,2,Premium,160,0.6141598209808071,West,No,0
3116,64.0,Male,54282.5523070313,3411.9625858314885,30,0,Basic,264,0.4584024596200327,Central,No,0
3117,32.0,Non-binary,57151.32803072614,2117.8113005723562,49,4,Basic,162,0.6306098706689454,Central,No,1
3118,49.0,Female,36903.84499068807,4491.515412338177,36,4,Basic,229,0.867160750009143,East,No,0
3119,68.0,Female,,2113.1980869687377,38,3,Standard,7,0.03214049375428474,North,No,0
3120,28.0,Female,45252.19309327318,3580.4478101803793,7,2,Basic,195,0.20574279111622906,West,No,0
3121,40.0,Male,64975.088734525154,4554.664848515735,5,1,Basic,107,0.29615845770411675,Central,No,0
3122,43.0,Male,55614.76492352874,4219.505747671373,6,1,Basic,234,0.5771747165753562,West,No,0
3123,51.0,Female,45402.81041212196,2604.413404063937,49,1,Premium,269,0.6659097763286408,West,No,0
3124,63.0,Female,52600.73673147546,3435.1183229889903,14,4,Standard,331,0.5533414330363736,Central,No,1
3125,51.0,Non-binary,39407.129864185365,2126.962305964108,11,3,Standard,19,0.6977210975724397,South,No,0
3126,46.0,Non-binary,50077.373097382704,3271.2661442411586,37,5,Standard,4,0.4464501736840564,Central,Yes,0
3127,,Non-binary,63740.30442522427,1362.0069478924397,2,1,Standard,140,0.7968691686232952,Central,No,0
3128,34.0,Non-binary,35015.57689717617,2230.236357470811,31,3,Premium,22,0.07231086524708352,West,No,0
3129,52.0,Non-binary,54082.65095731661,1126.7741142490113,46,0,Standard,41,0.619854419819308,North,No,0
3130,30.0,Male,43750.97629332622,287.10626812978535,27,3,Standard,36,0.04325463561675447,West,No,0
3131,58.0,Non-binary,35026.275079634994,2983.8452678193244,16,2,Premium,62,0.23096819485002562,West,No,0
3132,56.0,Non-binary,,4335.703792218908,2,1,Basic,112,0.06175794199322393,Central,No,0
3133,32.0,Female,73806.6102699714,225.3335456536384,49,2,Basic,311,0.5942182634562576,West,No,1
3134,72.0,Male,46029.05014526758,1060.54572957355,26,2,Basic,30,0.2104378687219427,West,No,0
3135,46.0,Non-binary,50653.46354906546,2354.906790425058,16,2,Basic,293,0.09199767607643472,North,Yes,0
3136,46.0,Non-binary,24666.312861948998,3362.894402527041,9,1,Basic,90,0.7733608063030608,South,No,0
3137,28.0,Non-binary,31112.691915326202,939.0230489824435,9,0,Standard,201,0.0005657627251777209,South,No,0
3138,69.0,Female,38079.57389452775,377.80466195605896,5,2,Basic,360,0.5490801134061682,South,No,0
3139,49.0,Female,,2643.3387168617573,36,0,Premium,173,0.9194281435798718,South,No,0
3140,19.0,Female,53279.17732309126,4111.677593980813,7,0,Basic,65,0.7879815821206536,West,No,0
3141,64.0,Non-binary,59975.82919934932,272.6510556325793,32,2,Basic,339,0.6038267351686205,East,No,1
3142,31.0,Female,65179.11488605286,1811.9103067592268,29,1,Standard,155,0.1031566593575195,East,No,0
3143,37.0,Non-binary,59170.1392732975,3351.2222396873426,37,1,Basic,206,0.7901900385489329,West,Yes,0
3144,39.0,Male,38778.88228058086,740.6358299020883,3,1,Standard,290,0.3353599298437887,West,No,0
3145,28.0,Non-binary,59860.35151333098,1256.1392067745082,30,2,Premium,183,0.15342463138869633,South,No,0
3146,44.0,Female,64530.277169487104,2723.9139545527037,40,1,Basic,0,0.9884440114572113,West,No,0
3147,20.0,Male,48590.91127351695,4770.8353121846685,31,4,Basic,42,0.09110984108710685,Central,No,0
3148,34.0,Non-binary,27303.675114212485,1507.9788293944048,48,3,Standard,54,0.718271724940566,North,No,0
3149,,Male,72761.0358766581,2488.884363981481,27,2,Premium,89,0.3529792160712666,North,No,0
3150,73.0,Male,56324.718241978626,2059.6612290156495,6,4,Basic,82,0.8413458989726793,Central,No,0
3151,45.0,Male,15000.0,4497.243692947392,29,3,Premium,289,0.5472911773364572,North,No,1
3152,46.0,Non-binary,86053.79627300793,452.26033375246664,9,0,Standard,320,0.8904861603615416,East,No,1
3153,38.0,Female,47818.56221372748,2874.123197569745,20,2,Basic,40,0.5543701466689116,South,Yes,0
3154,64.0,Non-binary,91585.34780765974,4245.986526030726,11,1,Basic,76,0.3235868175728053,East,No,0
3155,33.0,Female,60660.46549202871,4941.776127606699,19,3,Basic,87,0.9605223544136197,East,Yes,0
3156,54.0,Non-binary,51959.804873932386,3523.754937856856,39,2,Basic,343,0.45594831952833237,Central,No,1
3157,37.0,Non-binary,57753.92086460959,1961.6838307659702,10,2,Standard,280,0.850277958017991,Central,No,1
3158,23.0,Non-binary,44360.92424284226,2117.939327416325,5,2,Standard,98,0.8399983946682734,South,Yes,0
3159,36.0,Female,55919.65596334055,1823.2428767395431,39,0,Basic,80,0.5625901820702183,Central,Yes,0
3160,74.0,Non-binary,85159.30949812285,3057.704189054072,23,1,Basic,172,0.5009257859334023,North,No,0
3161,22.0,Male,41520.663546238706,3723.0882765194297,6,1,Basic,231,0.2953182054074204,North,No,0
3162,20.0,Non-binary,63000.470634027704,4115.391061585762,31,3,Premium,358,0.560874872719527,North,No,1
3163,18.0,Male,44203.61732909673,2141.306237447542,18,0,Standard,184,0.5746394300330807,North,No,1
3164,55.0,Female,52478.78523392776,3611.8716610692923,21,1,Basic,205,0.24028292191509038,Central,No,1
3165,32.0,Female,,4589.490700945905,15,4,Standard,219,0.8047478047538232,East,No,1
3166,51.0,Non-binary,,4612.041492808456,31,1,Basic,277,0.3374895738808853,North,No,0
3167,52.0,Non-binary,66185.10285210377,3549.7421133017483,10,2,Basic,360,0.7540603633980001,South,Yes,1
3168,66.0,Non-binary,56062.69594078426,3220.820744781427,6,3,Basic,7,0.9879922485229604,West,No,0
3169,42.0,Male,95432.33064203628,2704.477770072533,24,5,Basic,0,0.995461601670935,East,No,0
3170,41.0,Female,40755.41882363865,997.66857409243,33,0,Premium,121,0.8633146396750658,North,No,0
3171,29.0,Male,31309.42138693697,705.7852977665505,28,2,Basic,186,0.8569670369919382,Central,Yes,0
3172,35.0,Male,80290.18875791546,2479.9839332679635,28,1,Premium,239,0.8059699228064463,East,No,1
3173,32.0,Non-binary,49276.2467702737,881.2763654165507,10,1,Standard,334,0.697263704305423,North,No,0
3174,61.0,Non-binary,61153.88603471161,2927.2996357797465,23,0,Premium,200,0.18398228609079026,Central,No,0
3175,33.0,Male,80745.3774819918,3263.943378475969,15,1,Basic,363,0.10796898420820011,South,No,1
3176,44.0,Male,61353.38255525082,2675.5164278481993,46,1,Premium,144,0.572102220972315,South,No,0
3177,25.0,Non-binary,88462.27407716727,278.4908913118069,48,2,Basic,282,0.6766012091607466,West,No,0
3178,63.0,Non-binary,57042.93794208247,382.86699813142764,37,2,Basic,82,0.4005752311045411,West,No,0
3179,42.0,Male,44378.09703987328,655.3718049392787,14,1,Standard,322,0.9487309155804242,West,No,0
3180,34.0,Non-binary,19697.75209553365,852.8644444428612,48,0,Standard,41,0.2510891157841755,North,Yes,0
3181,46.0,Non-binary,59508.21172601497,4950.4248074697325,14,1,Standard,181,0.25162255598420724,South,No,0
3182,70.0,Male,21453.606947422544,1788.0255826293,7,1,Standard,39,0.8688592769295016,North,Yes,0
3183,25.0,Male,59869.59611719973,1530.6695308423023,36,3,Premium,114,0.5088989625046583,North,Yes,0
3184,32.0,Female,76893.07262316912,356.1065147547224,18,3,Standard,82,0.03597883788295442,South,Yes,0
3185,44.0,Male,54744.08969289303,3213.069914359423,15,1,Standard,252,0.1959158992756278,South,Yes,0
3186,,Non-binary,57851.59439273919,3295.7348471432756,49,4,Basic,109,0.5650871543552635,West,Yes,1
3187,67.0,Male,68734.97044726105,959.6985789354568,33,1,Premium,214,0.3259624006205397,East,No,1
3188,69.0,Male,65043.01365334008,4604.283550530604,47,1,Standard,318,0.4893955951484429,Central,No,0
3189,24.0,Male,72407.47734115046,4022.418378316124,48,1,Premium,135,0.7939605355656346,West,No,0
3190,20.0,Female,54712.32062249287,1228.5646523567896,22,1,Standard,68,0.49503497798799123,South,Yes,0
3191,,Female,21232.971639848583,2480.663681491033,43,1,Standard,92,0.4651691142881893,West,No,0
3192,61.0,Non-binary,72640.26537676093,2346.1151953743647,41,0,Premium,245,0.1760170436638404,Central,No,0
3193,70.0,Female,51417.97168974135,1807.7501772773717,17,1,Standard,184,0.146293006221891,West,No,0
3194,41.0,Male,41820.20979056327,4106.410092845505,26,1,Standard,92,0.43166065631189565,North,No,0
3195,20.0,Female,60039.03087094688,635.3959795436398,15,3,Standard,232,0.2096022920614833,East,No,0
3196,37.0,Male,57798.12731803937,2135.039775156184,40,2,Standard,284,0.4004340837476641,South,No,0
3197,63.0,Female,43758.063049252145,2197.3525396911637,18,3,Standard,34,0.5655498370450337,South,Yes,0
3198,32.0,Female,35716.23347179813,2396.75546260948,8,5,Premium,180,0.11252513132000641,West,No,1
3199,42.0,Female,62026.230372831684,4320.6149563832805,3,5,Premium,139,0.1964589360616278,West,No,0
3200,,Male,42251.92492890208,1169.0176639873562,14,2,Basic,272,0.8571444436506918,South,No,1
3201,31.0,Female,56715.752127039006,604.3235502101365,34,3,Basic,314,0.6334615172721463,South,No,1
3202,24.0,Male,60601.68033166659,3127.2614678234295,33,1,Basic,338,0.7448190025243627,South,No,0
3203,34.0,Male,69522.64229313137,951.7889273924311,37,1,Basic,214,0.4886290024156531,East,No,0
3204,61.0,Non-binary,86786.55403539352,467.16722068763676,49,2,Basic,18,0.6888882494507653,East,No,0
3205,37.0,Female,58558.13801913488,2190.581180798162,1,4,Standard,181,0.43330357813356624,Central,Yes,0
3206,53.0,Non-binary,48619.577946017125,1176.2675112048908,48,1,Basic,284,0.1295582808791852,Central,No,0
3207,26.0,Non-binary,79876.53860514236,1869.9614324531196,35,3,Standard,247,0.43728781634993275,West,No,1
3208,55.0,Male,70721.39093272264,1372.5842925020415,10,1,Premium,231,0.6260968336668434,North,No,0
3209,65.0,Female,57525.745416746315,553.9186673447372,19,2,Basic,42,0.2529066034427948,Central,No,0
3210,,Male,58547.304192198724,2845.7012943285877,11,1,Standard,260,0.7038436001539543,East,No,1
3211,39.0,Male,55403.67586212041,232.39024839347985,35,2,Premium,117,0.13354114848856002,East,No,0
3212,71.0,Female,57433.17257113725,4835.239205172557,2,3,Standard,293,0.23171632963913857,West,No,1
3213,70.0,Male,53472.019725360755,1772.5195565013346,3,0,Basic,138,0.7253814627067163,East,No,0
3214,,Female,40377.54276478051,3506.2718014000384,15,1,Basic,149,0.23480797529833597,South,Yes,0
3215,19.0,Female,,4070.7780754825044,41,2,Basic,281,0.6290370766003437,North,Yes,0
3216,41.0,Male,81359.11325608217,1467.6134981438202,47,0,Basic,105,0.7058733299536196,North,No,0
3217,25.0,Male,42759.36998517023,3768.819674639334,28,1,Basic,111,0.21234702558433027,North,No,0
3218,28.0,Non-binary,,4178.862191581076,2,2,Standard,178,0.5051558379795933,West,No,0
3219,30.0,Male,41621.211007679914,1282.4544456769063,30,2,Basic,250,0.9420893073725342,West,No,0
3220,34.0,Female,72359.98443510325,4963.223916790756,38,3,Basic,32,0.5918056287907588,South,No,0
3221,25.0,Non-binary,67445.56194060568,201.37454592623783,5,4,Basic,311,0.037107217869976394,South,No,1
3222,38.0,Female,35825.30769469272,1163.3023531541512,6,2,Standard,85,0.19532402405188076,East,No,0
3223,35.0,Non-binary,24723.06357291976,3922.101705757265,5,2,Basic,60,0.8202371995499607,East,No,0
3224,47.0,Male,67985.51768251919,1051.242022773189,12,0,Premium,262,0.47783542071899743,East,No,0
3225,35.0,Male,34910.99317017876,3521.473330200412,4,0,Standard,283,0.06991294540773396,West,Yes,1
3226,63.0,Male,67423.995351835,4292.098984416228,24,0,Standard,241,0.35888777815043615,East,Yes,1
3227,64.0,Female,45428.90447099822,4800.149935907875,25,1,Basic,357,0.714296237932693,Central,No,1
3228,48.0,Non-binary,65424.995033316474,2423.8128254613207,26,0,Basic,260,0.7440632513684444,West,No,1
3229,55.0,Female,61661.74639252622,4858.434702612375,46,0,Standard,122,0.5877530824561468,North,No,0
3230,49.0,Non-binary,46953.18827465598,2116.9492537402252,46,5,Premium,313,0.7516054927504784,East,No,1
3231,28.0,Male,41815.11980205835,1168.8273944044902,43,1,Standard,288,0.4241861262035036,North,No,0
3232,62.0,Female,63636.950693363986,2618.2170801151537,33,4,Standard,321,0.4764573361704352,West,No,0
3233,42.0,Male,44611.21420134252,3284.133897126314,21,1,Basic,104,0.4300920425880129,Central,No,0
3234,50.0,Female,71634.70357790653,2344.0202486447247,23,1,Basic,230,0.2926139864098055,North,No,0
3235,55.0,Male,42514.75128117868,2878.164975437279,37,2,Premium,164,0.650175698765738,West,No,1
3236,58.0,Female,60255.25481208246,2140.405019863224,37,2,Basic,226,0.6627994203494809,North,No,0
3237,25.0,Female,49146.93241059617,2671.333574704124,12,3,Basic,133,0.8642550890337996,West,No,0
3238,28.0,Non-binary,55085.711658291846,4767.718792538151,37,1,Basic,299,0.318932587180363,Central,No,1
3239,39.0,Male,44492.09514083451,2549.172647428027,21,0,Premium,69,0.6418970873767195,South,No,0
3240,68.0,Non-binary,52320.90346885163,1340.5802007653754,13,2,Basic,347,0.3426825017256978,South,No,1
3241,41.0,Non-binary,16573.72656912972,3817.858445411596,43,2,Standard,76,0.9050530029444224,East,Yes,0
3242,58.0,Male,42806.162764607565,1754.1638431295917,33,4,Basic,326,0.32433395510707996,East,No,1
3243,34.0,Female,46185.824748847575,4099.415137024815,44,1,Premium,293,0.7881764356493823,North,Yes,0
3244,29.0,Non-binary,53921.85205621502,378.5257460210372,6,2,Basic,95,0.8332741106052218,East,Yes,0
3245,74.0,Male,74397.8765305324,1727.6720878325875,43,1,Premium,318,0.35939885761218515,West,No,0
3246,63.0,Female,44534.04226005425,562.3635504771332,12,1,Basic,213,0.21255078547367912,East,No,0
3247,49.0,Non-binary,76209.77735496704,518.0573388045741,38,4,Standard,98,0.07371511549568266,East,Yes,0
3248,32.0,Non-binary,42078.72042853666,3326.1088399449427,30,3,Standard,239,0.9106574911279064,East,No,1
3249,33.0,Non-binary,38378.170538362436,1988.1405266326765,37,0,Premium,295,0.6539790081970576,South,Yes,0
3250,71.0,Female,26736.755972170413,4370.246815727051,18,1,Basic,181,0.8198553590323715,West,Yes,1
3251,39.0,Non-binary,64101.769704315055,2630.385175580293,16,1,Standard,96,0.6184239440673317,West,Yes,0
3252,45.0,Female,56290.336375613435,1547.1817837441854,45,0,Basic,0,0.15966058536114158,Central,No,0
3253,37.0,Non-binary,63213.043289229914,3632.3555510147544,7,1,Standard,308,0.3035753405120518,South,No,1
3254,50.0,Male,56974.31033483399,3157.6822787699284,46,1,Basic,339,0.33750874319382196,West,No,1
3255,27.0,Non-binary,54862.042539236114,4018.0136420630965,1,0,Standard,262,0.43051345493243387,South,No,1
3256,57.0,Male,59266.356106779574,3253.582554075236,28,3,Standard,46,0.052307211712004364,West,No,0
3257,49.0,Male,87287.29199195976,918.3657437847093,44,3,Basic,42,0.6701202118174727,South,No,0
3258,67.0,Male,47890.92705965232,3384.519184568623,3,3,Basic,129,0.27058989245536613,West,No,0
3259,50.0,Female,85814.83308344099,2018.5910683174704,43,3,Basic,293,0.4800870521763356,South,No,1
3260,19.0,Male,67785.44702200536,2369.400848262084,39,3,Basic,241,0.05966776155062936,North,No,1
3261,50.0,Non-binary,60477.968626171365,4615.666421112989,10,3,Basic,287,0.6970715162286785,Central,No,0
3262,50.0,Female,63317.928550327124,1863.8238268589605,45,1,Standard,324,0.5478434877031259,North,Yes,1
3263,58.0,Male,15000.0,3098.59980065511,14,4,Premium,167,0.905119525499026,North,Yes,1
3264,30.0,Female,51075.046236538365,1881.0604937199737,15,0,Standard,296,0.19724801717314155,South,No,1
3265,47.0,Female,,564.1646782531795,6,1,Basic,107,0.9577050016470895,South,No,0
3266,50.0,Female,86685.8999247164,2322.2741760366725,39,2,Standard,129,0.9058441386396907,South,No,0
3267,30.0,Non-binary,49879.02020299587,3025.601371852294,45,0,Standard,42,0.2957274173404255,South,No,0
3268,69.0,Male,54553.00035707768,2096.7661309842338,16,4,Basic,258,0.8980099004613632,Central,No,0
3269,43.0,Female,54309.34398442436,2014.2643049231035,47,2,Premium,77,0.2919704333357872,Central,No,0
3270,39.0,Female,35402.010375066995,4119.854718082545,18,5,Basic,213,0.336008702143062,South,No,1
3271,56.0,Female,46596.67558352699,245.45734421840402,35,1,Premium,198,0.9090128954145164,Central,No,0
3272,19.0,Male,67253.4686695984,1548.368444026588,48,2,Basic,337,0.7876096169396205,East,No,1
3273,55.0,Female,23022.898236217698,4077.610600348337,25,3,Standard,96,0.4411759766514515,West,No,0
3274,56.0,Female,59670.285745210764,4610.5977281947025,33,5,Premium,14,0.1136856782189467,West,No,0
3275,43.0,Non-binary,41477.80316712352,2120.267970620059,33,1,Standard,94,0.4632571066593475,North,No,0
3276,63.0,Male,74498.78467092718,4455.091791660774,19,1,Premium,251,0.844238358241778,West,Yes,1
3277,67.0,Non-binary,60923.82650812039,1074.7575984126602,38,0,Basic,27,0.591928302810186,South,No,0
3278,32.0,Male,,1184.9926325148458,11,1,Basic,179,0.04848541759343794,West,No,0
3279,51.0,Male,48757.82175232409,4246.337745265537,39,1,Standard,197,0.4084616129123645,West,No,0
3280,59.0,Male,,4525.962932569029,3,4,Basic,43,0.6998909800772587,Central,No,0
3281,72.0,Non-binary,50440.68905394188,1191.7482630170707,38,1,Standard,35,0.8813514292259671,East,Yes,0
3282,61.0,Non-binary,57176.804993914055,390.68853084619445,1,2,Standard,359,0.976960534292678,Central,No,1
3283,66.0,Non-binary,54711.44858403911,542.5882715709099,40,1,Premium,264,0.8367414543480123,South,No,0
3284,,Non-binary,68002.31628874986,1380.76609334418,25,5,Standard,166,0.8716382791004762,Central,No,0
3285,28.0,Female,61593.48661998909,3831.1004780192948,32,2,Basic,185,0.21503922279826437,South,No,1
3286,20.0,Female,54276.87421536159,2598.9599562017856,46,4,Basic,166,0.8599478863351755,East,No,0
3287,23.0,Female,55268.76607332875,2332.3853269895712,36,4,Standard,232,0.9263632742686804,North,No,0
3288,26.0,Male,38757.489061254324,2962.2856627134047,4,3,Standard,243,0.6341982460749658,North,No,0
3289,23.0,Female,77010.73015803238,4462.093255964713,23,2,Basic,184,0.48746016309713613,East,No,1
3290,26.0,Male,99433.20796630817,543.1088598717222,16,2,Standard,208,0.811375287548353,West,No,1
3291,56.0,Non-binary,50044.76130172793,3504.1482254192483,11,2,Basic,242,0.6171037040672501,East,No,1
3292,48.0,Male,55715.49206310443,4641.275143711485,22,3,Basic,336,0.8276478694798769,South,Yes,0
3293,49.0,Male,70225.70415187714,1145.41520461616,39,4,Standard,143,0.45141947494884815,Central,No,0
3294,58.0,Female,70142.04508738189,4205.0843482129885,33,2,Standard,212,0.17831244897060006,East,No,0
3295,67.0,Non-binary,57674.64934473541,3520.3210827215607,41,3,Basic,95,0.9175987869650905,Central,No,0
3296,29.0,Non-binary,40357.46472297193,170.895826758409,38,2,Basic,20,0.9683645954139978,South,No,0
3297,25.0,Female,82272.38255013681,1234.8972337744283,13,0,Basic,76,0.9727486995164493,West,Yes,0
3298,25.0,Non-binary,65218.514799925,3068.639328389816,21,3,Premium,356,0.9556273094104359,South,No,1
3299,67.0,Non-binary,58308.23360342833,2561.761663506937,12,3,Standard,250,0.4936590083321577,Central,No,0
3300,45.0,Non-binary,44157.5855479214,2686.887637381643,26,9,Basic,144,0.628942314225034,Central,No,0
